仓库名称,仓库概述,仓库地址
洛书编程语言/洛书编程语言,一款超轻量、高性能、跨平台的嵌入式脚本语言，可以运行在Windows、Linux、MCU上。致力于打造一款开源、高效、强大的编程语言,https://gitee.com/chen-chaochen/lpk.git
MICE/serverMmon,nodeJs、云探针、多服务器探针、云监控、多服务器云监控，演示：http://106.126.11.114:5880/,https://gitee.com/souying/serverMmon.git
OceanBase/oceanbase-diagnostic-tool,OceanBase诊断工具(OceanBaseDiagnosticTool)是原诊断信息收集工具(OceanBaseDiagnosisGather)的功能升级版，形成了统一的黑屏命令风格，简单易用,https://gitee.com/oceanbase/oceanbase-diagnostic-tool.git
xuri/excelize-wasm,Excelize-wasm是Excelize基础库的WebAssembly/Javascript实现，可用于操作OfficeExcel文档，可以使用它来读取、写入由MSExcel2007及以上版本创建的电子表格文档。支持XLAM/XLSM/XLSX/XLTM/XLTX等多种文档格式，高度兼容带有样式、图片(表)、透视表、切片器等复杂组件的文档。,https://gitee.com/xurime/excelize-wasm.git
LakeHouse/lakehouse,云原生大数据分析Lakehouse是一个兼容主流云厂商对象存储的一站式Serverless融合大数据处理分析服务，帮助用户快速进行数据湖探索，洞察业务价值。,https://gitee.com/cmss_lakehouse/lakehouse.git
He3DB/He3Proxy,He3Proxy是中移（苏州）软件技术有限公司基于PG协议专为He3DB打造的高性能数据库代理项目。,https://gitee.com/he3db/he3proxy.git
chinamobile_ecloud/ecloud-sdk-cpp,移动云OpenAPI平台的C++SDK，可以让C++开发者无需关心API请求细节即可快速使用弹性云服务器、虚拟私有云等多个移动云服务。,https://gitee.com/chinamobile_ecloud/ecloud-sdk-cpp.git
He3DB/He3FS,He3FS是中移（苏州）软件技术有限公司基于JuiceFS专为He3DB打造的共享存储服务。,https://gitee.com/he3db/he3fs.git
零中断延迟的RTOS/CosyOS,CosyOS是一款来自中国的开源实时操作系统，从经典的8051内核，到流行的ArmCortex-M内核，均可实现全局不关总中断、零中断延迟，适用于对系统实时性及中断响应速度有较高要求的场合。QQ交流群：303421780.,https://gitee.com/cosyos/cosyos.git
OpenBrother/pzstudio,开源大师兄pzstudio青少年编程框架,https://gitee.com/Open-Brother/pzstudio.git
MindSpore Lab/mindsearch,MindSearchisanopensourcegeneralsearchframeworkdevelopedbasedonMindSpore.,https://gitee.com/mindspore-lab/mindsearch.git
隐语SecretFlow/scql,隐语的MPCSQL数据分析引擎，提供SQL语法的多方安全联合的数据分析能力。,https://gitee.com/secretflow/scql.git
隐语SecretFlow/heu,HomomorphicEncryptionprocessingUnit(HEU)isasubprojectofSecretflowthatimplementshigh-performancehomomorphicencryptionalgorithms.,https://gitee.com/secretflow/heu.git
apiumc/IT管理引擎,ITME全称为IT管理引擎英文为ITManagementEngine，它在面向应用管理时，等于Nginx+网关登录+图片切割+内网穿透；在面向设备管理时，它让堡垒机Web化，用浏览器、手机就可运维服务器；在面向开发赋能时，它让开发团队拥有后端工程师就有高阶全栈工程师,https://gitee.com/apiumc/ITME.git
512技术园/dhorse,DHorse是一个轻量级、简单易用的云应用管理平台，具有多云和多环境管理、应用管理和部署、服务治理等功能，使用该平台不需要了解容器和k8s的概念。,https://gitee.com/i512team/dhorse.git
sanluan/ueditor,增加word文档图片自动上传；解决图片焦点切换；增加图片高宽比不变方式拉拽；增加日文翻译。由PublicCMS开发团队维护的ueditor分支,https://gitee.com/sanluan/ueditor.git
Jenly/WeChatQRCode,⛄基于OpenCV开源的微信二维码引擎移植的Android扫码识别库,https://gitee.com/jenly1314/WeChatQRCode.git
sanluan/einvoice,电子发票识别，电子发票解析，可识别电子普票电子专票pdfofd格式解析，数电票pdf解析,https://gitee.com/sanluan/einvoice.git
科大讯飞/VLE,VLE:Vision-LanguageEncoder(VLE:视觉-语言多模态预训练模型),https://gitee.com/iflytek/VLE.git
科大讯飞/MiniRBT,MiniRBT(中文小型预训练模型),https://gitee.com/iflytek/MiniRBT.git
dromara/CloudEon,CloudEon将基于Kubernetes的资源安装部署开源大数据组件，实现开源大数据平台的容器化运行，您可减少对于底层资源的运维关注,https://gitee.com/dromara/CloudEon.git
科大讯飞/CINO,"在自然语言处理领域中，预训练语言模型（Pre-trainedLanguageModel,PLM）已成为重要的基础技术，在多语言的研究中，预训练模型的使用也愈加普遍。为了促进中国少数民族语言信息处理的研究与发展，哈工大讯飞联合实验室（HFL）发布少数民族语言预训练模型CINO(ChinesemINOrityPLM)。",https://gitee.com/iflytek/cino.git
尘中远/SARibbon,"RibbonControlforQt,Officeribboncontrol。officeribbon菜单样式的qt实现，支持office样式、wps样式等不同风格的ribbonui切换，可通过qss自定义自己的风格",https://gitee.com/czyt1988/SARibbon.git
opentsn/OpenTSN4.0,OpenTSN4.0开源项目的新特性：（1）交换平面深度解耦，硬件代码由TSS（时间敏感交换），TSE（时间敏感端），HCP（硬件控制点）和OEM（OpensyncMAC）实现。（2）集成了TSN硬件测试工具流量规划生成器TSNBuilder、TSN流量测试仪，用户可根据需要运行OpenTSN4.0交换机、网卡、控制器来进行实验验证。,https://gitee.com/opentsn/open-tsn4.0.git
KCETL/Compass,罗盘是一个大数据任务诊断平台，旨在提升用户排查问题效率，降低用户异常任务成本。其主要功能特性如下：非侵入式，即时诊断，无需修改已有的调度平台，即可体验诊断效果。支持多种主流调度平台，例如DolphinScheduler、Airflow或自研等。支持多版本Spark、Hadoop2.x和3.x任务日志诊断和解析。支持工作流层异常诊断，识别各种失败和基线耗时异常问题。,https://gitee.com/kcetl/compass.git
PrimiHub/PrimiHub,由密码学专家团队打造的开源隐私计算平台，支持安全多方计算、联邦学习、隐私求交、隐私查询等。,https://gitee.com/primihub/primihub.git
TheNorthMemory/tmc.js,EventdrivenandchainedTaobaoMessageChannel(TMC)forNodeJS,https://gitee.com/TheNorthMemory/tmc.js.git
MindSpore Lab/mindrec,MindRec是昇思MindSpore在推荐领域的高性能加速库，提供了推荐领域AI模型的高效训推一体解决方案及流程指导,https://gitee.com/mindspore-lab/mindrec.git
MindSpore Lab/mindocr,"MindOCRisanopen-sourcetoolboxforOCRdevelopmentandapplicationbasedonMindSpore.Ithelpsuserstotrainandapplythebesttextdetectionandrecognitionmodels,suchasDBNet/DBNet++andCR",https://gitee.com/mindspore-lab/mindocr.git
京东零售/nutui-react,京东风格的轻量级移动端React组件库,https://gitee.com/jd-platform-opensource/nutui-react.git
libprima/prima,PRIMA是一个求解一般非线性优化问题的软件包，无需导数。它提供Powell的无导数优化算法COBYLA、UOBYQA、NEWUOA、BOBYQA及LINCOA的参考实现。PRIMA是ReferenceImplementationforPowell'smethodswithModernizationandAmelioration的缩写，P代表Powell。,https://gitee.com/libprima/prima.git
zhenrong-wang/hpc-now,Open-SourceCloudHPCPlatform,https://gitee.com/zhenrong-wang/hpc-now.git
beifengtz/jvmm,jvmm是一个Java虚拟机和主机服务式监控工具，可快速接入Prometheus和Grafana，支持生成火焰图、Java代码热更、反编译等功能。,https://gitee.com/tzfun/jvmm.git
WeBank/Streamis,"Streamis是微众银行联合天翼云、仙翁科技和萨摩耶云联合共建的流式应用开发管理系统。基于DataSphereStudio的框架化能力，以及底层对接Linkis的Flink引擎，让用户低成本完成流式应用的开发、调试、发布和生产管理。",https://gitee.com/WeBank/Streamis.git
fisher/voerka-i18n,一健国际化全流程解决方案，适用于Nodejs/VUE/REACT/uniapp等,https://gitee.com/zhangfisher/voerka-i18n.git
yulichang/mybatis-plus-join,支持连表查询的mybatis-plus体验！mybatis-plus风格的连表操作，提供leftJoin、rightJoin、innerJoin连表操作,https://gitee.com/best_handsome/mybatis-plus-join.git
dromara/stream-query,允许完全摆脱Mapper的mybatis-plus体验！可以使用类似“工具类”这样的静态函数进行数据库操作,https://gitee.com/dromara/stream-query.git
test-instructor/yangfan,扬帆测试平台是一款高效、可靠的自动化测试平台，旨在帮助团队提升测试效率、降低测试成本。该平台包括用例管理、定时任务、执行记录等功能模块，支持多种类型的测试用例，目前支持API(http和grpc协议)、性能、CI调用等功能，并且可定制化，灵活满足不同场景的需求。其中，支持批量执行、并发执行等高级功能。通过用例设置，可以设置用例的基本信息、运行配置、环境变量等，灵活控制用例的执行。,https://gitee.com/test-instructor/yangfan.git
BoomLee/DataX,Datax开源修改版，增加greenplumsqlserver2000tbaseAmazons3插件,https://gitee.com/baomili/data-x.git
dromara/SMS4J,让简单的事情回归简单的本质。SMS4J为短信聚合框架，帮您轻松集成多家短信服务，解决接入多个短信SDK的繁琐流程。目前已接入数家常见的短信服务商，后续将会继续集成。后续的版本中我们还将推出更多的相关功能你的⭐️⭐️⭐️Star⭐️⭐️⭐️，是我的动力！如果你觉得还不错，请点上一颗小星星,https://gitee.com/dromara/sms4j.git
MindSpore Lab/mindface,MindFace是一款基于MindSpore的开源工具包，包含最先进的人脸识别和检测模型，如ArcFace、RetinaFace和其他模型，主要用于面部识别和检测等常见应用场景,https://gitee.com/mindspore-lab/mindface.git
阿阳热爱前端/ChatGPT-Desktop,ChatGPT跨平台客户端，快捷键快速唤醒窗口，问答快人一步！,https://gitee.com/bilibili-ayang/ChatGPT-Desktop.git
LinearMouse/LinearMouse,Mac鼠标触控板优化工具。可调整指针速度、加速度，滚动加速度、方向等。,https://gitee.com/linearmouse/linearmouse.git
MindSpore Lab/mindnlp,MindNLPisanopensourceNLPlibrarybasedonMindSpore.,https://gitee.com/mindspore-lab/mindnlp.git
之江天枢/OneFlow,OneFlowisaperformance-centeredandopen-sourcedeeplearningframework.,https://gitee.com/zhijiangtianshu/oneflow.git
MindSpore Lab/mindformers,MindSporeMindFormers套件的目标是构建一个大模型训练、推理、部署的全流程开发套件,https://gitee.com/mindspore-lab/mindformers.git
MindSpore Lab/mindcv,MindSporeComputerVisionisanopensourcecomputervisionresearchtoolboxbasedonMindSporeincomputervisiondirection.,https://gitee.com/mindspore-lab/mindcv.git
之江天枢/nebula,天枢可视分析平台是致力于探寻数据价值的大数据可视分析平台，支持多种类型和来源的数据接入，可高效进行交互式数据清洗、分析与挖掘，并实现高性能的数据可视化。用户可以进入天枢可视分析平台官网查看更多关于平台的介绍,https://gitee.com/zhijiangtianshu/nebula.git
KCHStack/TKEStack,TKEStack是一个开源项目，它为在生产环境中部署容器的组织提供了一个容器管理平台。TKEStack使在任何地方运行Kubernetes变得容易，满足IT要求，并为DevOps团队提供支持。,https://gitee.com/kchstack/TKEStack.git
OpenNJet/OpenNJet,OpenNJet实现了NGINX云原生功能增强、安全加固和代码重构，利用动态加载机制可以实现不同的产品形态，如Web服务器、流媒体服务器、负载均衡、代理(Proxy)、应用中间件、API网关、消息队列等产品形态等等。,https://gitee.com/njet-rd/njet.git
xshadower/riscv-fpga-toolchain,"Tinyriscv简单易读，原作者文档优秀，这里将tinyriscv移植到基于国产FPGA(安陆EG4S20)的开发板荔枝唐上。此编译链将整合RISCV编译链，x86TCC编译器（win侧工具开发），iverilog仿真环境，等等。后续增加vexriscv，及SpinalHDL相应环境。",https://gitee.com/xshadower/riscv-fpga-toolchain.git
CV_Lab/Gradio-YOLOv8-Det,🚀基于Gradio的YOLOv8通用计算机视觉演示系统，集成目标检测、OBB定向目标检测、图像分割和图像分类于一体，可自定义检测模型。,https://gitee.com/CV_Lab/gradio-yolov8-det.git
MindSpore Lab/mindpose,MindPoseisanopen-sourcetoolboxforposeestimationbasedonMindSpore.,https://gitee.com/mindspore-lab/mindpose.git
OpenTiny/ tiny-vue,一套跨端、跨框架的企业级UI组件库，支持Vue2和Vue3，支持PC端和移动端。,https://gitee.com/opentiny/tiny-vue.git
antv/AVA,Aframeworkforautomatedvisualanalytics.,https://gitee.com/antv/AVA.git
PerfBenchmark/GCBS-GPU,GCBS-GPU，显示芯片性能测试套件（每秒图形渲染帧率和典型数据运算能力），适用于测试通用图形处理器硬件设备基础性能、图形系统软件性能、并行计算性能等。,https://gitee.com/perfbenchmark/gcbs-gpu.git
dromara/dataCompare,大数据比对和数据探测平台：低代码平台、数据对比和数据探测,https://gitee.com/dromara/data-compare.git
WeBank/fes-design,微众银行中后台设计组件库，使用Vue3基于Typescirpt编写，高性能，支持按需引入、国际化、可配置主题。,https://gitee.com/WeBank/fes-design.git
openEuler/Kmesh,"Kmesh(kernelmesh)isadataplanesoftwareforservicegrids.Itisdedicatedtoprovidinginfrastructureforservicecommunicationandservicegovernanceforcloudapplications,providesbetterlatencyandnoisefloorperformance.",https://gitee.com/openeuler/Kmesh.git
openEuler/rubik,rubikisaQoSmanageragentforonline/offlineworkloadcolocation,https://gitee.com/openeuler/rubik.git
anolis/sealer,"Sealer--Build,ShareandRunAnyDistributedApplications",https://gitee.com/anolis/sealer.git
PaddlePaddle/FastDeploy,"⚡️AnEasy-to-useandFastDeepLearningModelDeploymentToolkitfor☁️Cloud📱Mobileand📹Edge.IncludingImage,Video,TextandAudio20+mainstreamscenariosand150+SOTAmodels.",https://gitee.com/paddlepaddle/FastDeploy.git
blueantst/DuiVision,ADirectUIlibrary,https://gitee.com/blueantst/DuiVision.git
anolis/surftrace,surftrace是一个ftrace封装器和开发编译平台，既能让用户基于libbpf快速构建工程进行开发，也能作为ftrace的封装器进行trace命令编写。项目包含surftrace工具集和pylcc、glcc(pythonorgenericClanguageforlibbpfCompilerCollection)，提供远程和本地eBPF的编译能力。,https://gitee.com/anolis/surftrace.git
dotNET China/ThingsGateway,基于net8的跨平台高性能边缘采集网关，提供底层PLC通讯库，通讯调试软件等。,https://gitee.com/dotnetchina/ThingsGateway.git
dotNET China/SmartSQL,🔥🔥🔥一款方便、快捷的数据库文档查询、生成工具，支持SqlServer/Oracle/MySql/PostgreSQL/SQLite数据库表结构文档查询、生成；导出文档支持CHM、Word、Excel、PDF、Html、Xml、Json、MarkDown等多种格式。,https://gitee.com/dotnetchina/SmartSQL.git
PaddlePaddle/PaddleScience,PaddleScienceisSDKandlibraryfordevelopingAI-drivenscientificcomputingapplicationsbasedonPaddlePaddle.,https://gitee.com/paddlepaddle/PaddleScience.git
西北工业大学-张萌/NWPU-gem5-CSArch,GEM5-basedComputerArchitectureSimulationProjectwithARMISAforComputerArchCourse(U10M11007.02)ofNWPU.,https://gitee.com/nwpu-ercesi/nwpu-gem5-csarch.git
MyBatis-Flex/MyBatis-Flex,MyBatis-Flex一个优雅的MyBatis增强框架,https://gitee.com/mybatis-flex/mybatis-flex.git
EoralMilk/OpenMeow,基于OpenRA的拥有3D化渲染与素材支持以及一系列拓展功能的的isometric视角RTS游戏引擎,https://gitee.com/eoralmilk/open-meow.git
vivo/MoonBox,Moonbox（月光宝盒）是JVM-Sandbox生态下的，基于jvm-sandbox-repeater重新开发的一款流量回放平台产品。在jvm-sandbox-repeater基础上提供了更加丰富功能，同时便于线上部署和使用。,https://gitee.com/vivo/MoonBox.git
slandarer/MATLAB Special Heatmap,special-heatmapforMATLAB,https://gitee.com/slandarer/matlab-special-heatmap.git
KCHStack/Kurator,Kurator是一个开源的分布式云原生平台，帮助用户构建自己的分布式云原生基础设施，助力企业数字化转型。Kurator集成了流行的云原生软件堆栈，包括Karmada，KubeEdge，Volcano，Kubernetes，Istio，Prometheus等。它为多云和多集群提供了强大的功能，包括：多云、边缘-云、边缘-边缘协同统一资源编排统一调度统一流量管理统一遥测,https://gitee.com/kchstack/kurator.git
william_lzw/ExDUIR.NETCore,"ExDUIR.NET的NETCore版本,支持nativeaot编译，编译出的程序可以运行在win7而且不能被反编译。",https://gitee.com/william_lzw/ExDUIR.NETCore.git
zhfjyq/wcex,WCEXWebComponentExtensionLibrary,https://gitee.com/zhfjyq/wcex.git
cocalele/PureFlash,AserverSANstoragesystemdesignedforflashdevice,https://gitee.com/cocalele/PureFlash.git
HJ Research Group/torchplus,torchplusisautilitieslibrarythatextendspytorchandtorchvision,https://gitee.com/hj_research/torchplus.git
Fire Framework/fire,Fire框架是由中通大数据自主研发并开源的、专门用于进行Spark和Flink任务开发的大数据框架，可节约70%以上的代码量。首创基于注解进行Spark和Flink任务开发，具备实时血缘、根因诊断、动态调优、参数热调整等众多平台化功能。Fire框架在中通内部每天处理数据量高达数千亿，在外部已被数十家公司所使用。,https://gitee.com/fire-framework/fire.git
anolis/coolbpf,coolbpf以CORE（CompileOnce--RunEverywhere）为基础实现，保留了资源占用低、可移植性强等优点，还融合了BCC动态编译的特性。coolbpf利用远程编译的思想，把用户的BPF程序推送到远端的服务器并返回.o或.so，提供python/rust/c高级语言加载。用户只专注自己的功能开发，不用关心底层库安装、环境搭建。,https://gitee.com/anolis/coolbpf.git
RunnerGo/RunnerGo,RunnerGo致力于打造成一款全栈式测试平台，采用了较为宽松的Apache-2.0license开源协议，方便志同道合的朋友一起为开源贡献力量💪💪目前实现了接口测试、场景自动化测试、性能测试等测试能力。随着不断的迭代，我们将会推出更多的测试功能。我们的目的是为研发赋能，让测试更简单❤你的⭐️Star⭐️，是作者生发的动力！,https://gitee.com/Runner-Go-Team/RunnerGo.git
aoyiduo/WoTerm,WoTerm是一个强大牛B的开源终端,https://gitee.com/aoyiduo/woterm.git
acgist/taoyao,桃夭是套基于`Mediasoup`开发的`WebRTC`音视频信令服务，可以非常方便的扩展信令接入更多智能终端。,https://gitee.com/acgist/taoyao.git
万里数据库/gt-checksum,gt-checksum是GreatSQL社区开源的一款静态数据库校验修复工具，支持MySQL、Oracle等主流数据库。,https://gitee.com/GreatSQL/gt-checksum.git
百度开源/lac,LAC全称LexicalAnalysisofChinese，是百度自然语言处理部研发的一款联合的词法分析工具，实现中文分词、词性标注、专名识别等功能,https://gitee.com/baidu/lac.git
曲鸟/Lim接口测试平台,由全网6W+粉丝、华为及阿里云测试专家认证博主开发及蚂蚁金服高级测开担任顾问推出的轻量级接口测试平台。Lim是LessisMore(少即是多)的缩写，正如它的名字我们希望在开展接口测试时能够“四两拨千斤”！让用户操作更少但开展建设的效率更高。因此我们做了许多交互细节上的优化和创新以及一些大胆的设计。快来试试吧！,https://gitee.com/qu-niao/LessIsMore.git
kernelsoft/Photon-Linux,础光Linux是基于开源Linux优化的强实时操作系统，可以支持智能汽车仪表/娱乐/自动驾驶等对实时性要求的场景。础光Linux希望通过抛砖引玉，持续在Linux实时性/可靠性/安全性上进行研究，为汽车/工业控制/机器人等领域提供基础操作系统。欢迎各位Linux爱好者、行业的开发者提出想法、建议和参与开发，维护一个在智能场景适用性较广的实时Linux社区发行版。,https://gitee.com/kernelsoft/photon-linux.git
anolis/ssar,ssar(SRESAR)是sar工具家族中崭新的一个。在几乎涵盖了传统sar工具的大部分主要功能之外，它还扩展了更多的整机指标；新增了进程级指标和特色的load指标。,https://gitee.com/anolis/ssar.git
cookeem/chatgpt-service,实时ChatGPT服务，支持GPT3/GPT4，支持对话和通过句子生成图片，这是后端服务,https://gitee.com/cookeem/chatgpt-service.git
cookeem/chatgpt-stream,实时ChatGPT服务，支持GPT3/GPT4，支持对话和通过句子生成图片，这是前端界面,https://gitee.com/cookeem/chatgpt-stream.git
lilong/OpenVisa,测试测量仪器通信库，不依赖于NI-VISA等其他VISA库，已实现TCP，SerialPort，USB，VXI11，HiSLIP等通信协议。,https://gitee.com/llongww/OpenVisa.git
ACK Distro/ACK Distro,ACKDistro作为完整的Kubernetes发行版，通过阿里巴巴开源的应用打包交付工具Sealer，可以简单、快速地交付到离线环境，帮助使用者更简单、敏捷地管理自己的集群。核心组件同时支持X86和ARM硬件架构，所包含的高性能网络插件Hybridnet，可以确保ACKDistro能够丝滑运行于多样化的基础设施之上。,https://gitee.com/ackdistro/ackdistro.git
wilson_chen/HDLGen,HDLGen是一个HDL/RTL生成工具，支持在Verilog里内嵌Perl或Pythonscript来帮助快速、高效地生成期望的设计，支持Perl或者Python的所有数据结构和语法，有若干内嵌函数来提高效率，也支持扩展API，支持自动Instance、自动信号生成、IPXACT、JSON、XML、模板等输入来减少手动工作、提高开发效率、降低出错几率，大大提高IP开发和SOC集成的效率,https://gitee.com/wilson_chen/HDLGen.git
CodeGeeX/CodeGeeX,CodeGeeX是一个具有130亿参数的多编程语言代码生成预训练模型,https://gitee.com/codegeex/CodeGeeX.git
easyexcel/easyexcel,快速、简洁、解决大文件内存溢出的java处理Excel工具。,https://gitee.com/easyexcel/easyexcel.git
mnt.ltd/moredoc,moredoc，魔豆文库，基于golang开发的类似百度文库的开源文库系统，dochub文库的重构版本。,https://gitee.com/mnt-ltd/moredoc.git
中兵火龙操作系统/Xenomai,"Xenomai在龙芯3a5000cpu配套的火龙demo板上的微内核应用。目前支持的CPU包括龙芯3a4000和龙芯3a5000,配套的Linux内核版本是4.19.190，Xenomai版本是3.1.2",https://gitee.com/fireDragon_os/xenomai.git
givebest/chatgpt-google-summary-extension,🔥【不用等Bing+ChatGPT，试试Google+ChatGPT】Chrome/Edge/Firefox浏览器扩展实现在Google搜索结果旁边展示ChatGPT内容总结,https://gitee.com/givebest/chatgpt-google-summary-extension.git
vsf-linux/vsf.linux,PortinglinuxapplicationstoVSF,https://gitee.com/vsf-linux/vsf.linux.git
x-cmd/x-cmd,x-cmd官方发布仓库,https://gitee.com/x-cmd/x-cmd.git
ModernWMS/ModernWMS,开源的简易完整的仓库管理系统，源自我们多年的erp项目实施经验，我们将原有商业系统wms功能剥离出来，免费开放，希望能够帮助到广大的中小企业。目前该系统支持跨平台，一处编码多处使用！,https://gitee.com/modernwms/ModernWMS.git
StoneAtom/stonedb,StoneDB是国内首款MySQL原生一体化HTAP实时开源数据库。对标MySQLHeatWave，是下一代MySQL热数据分析加速器。,https://gitee.com/StoneDB/stonedb.git
william_lzw/ExDUIR.NET,Windows平台轻量DirectUI框架,https://gitee.com/william_lzw/ExDUIR.NET.git
cozodb/cozo,使用Datalog作为查询语言的高性能·关系型·可嵌入式·图数据库，还可进行历史穿梭查询,https://gitee.com/cozodb/cozo.git
APITable/APITable,vika.cn维格表社区版，地表至强的开源低代码、多维表格工具，Airtable的开源免费替代，智能表格与数据库的结合。,https://gitee.com/apitable/APITable.git
Indexea/ideaseg,基于NLP技术实现的中文分词插件，准确度比常用的分词器高太多，同时提供ElasticSearch和OpenSearch插件。,https://gitee.com/indexea/ideaseg.git
anolis/ancert,OpenAnolisHardwareCompatibilityTestSuite,https://gitee.com/anolis/ancert.git
CcSimple/vue-plugin-hiprint,hiprintforVue2/Vue3⚡打印、打印设计、可视化设计器、报表设计、元素编辑、可视化打印编辑,https://gitee.com/CcSimple/vue-plugin-hiprint.git
hoppinzq/chatgpt-java,OpenAIChatGPT的逆向工程SDK。可扩展用于聊天机器人等。demo展示http://hoppinzq.com/chat/index.html,https://gitee.com/hoppin/chatgpt-java.git
ThingsPanel/thingspanel-backend-community,"开源插件化物联网平台，Go语言开发。支持MQTT、Modbus多协议、多类型设备接入与可视化、自动化、告警、规则引擎等功能。QQ群：371794256。",https://gitee.com/ThingsPanel/thingspanel-backend-community.git
七年觐汐/wx-calendar,原生小程序日历组件(可滑动，可标记，可禁用),https://gitee.com/qq_connect-EC6BCC0B556624342/wx-calendar.git
open-visual/open-anpr,基于深度学习的智能车牌识别，支持14种中文车牌类型。,https://gitee.com/open-visual/open-anpr.git
jjxliu306/ng-form-elementplus,动态表单，VUE动态表单。基于vue+elementplus实现动态表单组件，通过拖拽组件到面板即可实现一个表单。支持各个组件的动态隐藏显示，动态表格弹窗式维护。致力打造开源最强vue动态表单组件，持续维护。,https://gitee.com/jjxliu306/ng-form-elementplus.git
energye/energy,"Energy是Go基于LCL和CEF(ChromiumEmbeddedFramework)开发的GUI框架,用于开发Windows、MacOS和Linux跨平台桌面应用.可仅用LCL创建轻量级原生应用，或结合LCL与CEF打造功能更全的应用程序.",https://gitee.com/energye/energy.git
白鹭先生/yolov7-obb,在YOLOv7的基础上使用KLD损失修改为旋转目标检测yolov7-obb,https://gitee.com/Egrt/yolov7-obb.git
uappkit/uapp,"uapp是一款方便uni-app开发的cli工具，并通过集成electron,tauri扩展到桌面应用开发。开发者仅需维护一套代码，就能横扫所有平台。支持所有的手机端(android,ios)，支持所有的电脑端(windows,macosx,linux)，支持所有的小程序，浏览器插件等等。让Web开发者能搞更多事情，会H5就够用了",https://gitee.com/uappkit/uapp.git
LeeWyatt/FXTools,"客户端开发小工具集:1)图片格式转换工具;2)多倍图生成工具;支持ios,adnroid,web;3)图标工具生成手机或桌面端的图标;图像工具;gif解码工具;取色工具、SVG工具、字体工具、库等....",https://gitee.com/leewyatt/FXTools.git
dromara/RedisFront,"RedisFront是一款开源跨平台Redis桌面客户端工具,支持单机模式,集群模式,哨兵模式以及SSH隧道连接,欢迎下载使用.",https://gitee.com/dromara/RedisFront.git
RockChin/QChatGPT,😎高稳定性、🐒低耦合、🧩支持插件、适配多种模型的ChatGPTNewBingQQ机器人🤖,https://gitee.com/RockChin/QChatGPT.git
TOPIAM 身份安全/topiam-eiam,业界首个基于SpringBoot3开源IDaas/IAM平台，用于管理企业内员工账号、权限、身份认证、应用访问，帮助整合部署在本地或云端的内部办公系统、业务系统及三方SaaS系统的所有身份，实现一个账号打通所有应用的服务。支持OAuth2.x、OIDC、SAML2.0、JWT、CAS等SSO标准协议。,https://gitee.com/topiam/eiam.git
明月心/PaddleSegSharp,本项目是一个基于百度飞桨PaddleSeg项目的人像分割模块而开发的.NET的工具类库。PaddleSeg是基于飞桨PaddlePaddle的端到端图像分割套件，内置45+模型算法及140+预训练模型，支持配置化驱动和API调用开发方式，打通数据标注、模型开发、训练、压缩、部署的全流程，提供语义分割、交互式分割、Matting、全景分割四大分割能力，助力算法在医疗、工业、遥感、娱乐等场景落地应用,https://gitee.com/raoyutian/PaddleSegSharp.git
smart2pet/SmartPET-Feeder,TheSmartPETFeeder.Notethatthisisan***officialmirroroftherepositoryinGithub:https://github.com/smart2pet/SmartPET-Feeder.***,https://gitee.com/smart_pet/SmartPET-Feeder.git
小熊派开源社区/BearPi-HM_Nano,小熊派BearPi-HMNano开发板基于HarmonyOS的源码,https://gitee.com/bearpi/bearpi-hm_nano.git
Git Ecosystem/git-credential-manager,安全的跨平台Git凭据存储，可对GitHub、Gitee、AzureRepos和其他流行的Git托管服务进行身份验证。（Gitee正在提交PR至官方库）,https://gitee.com/git-ecosystem/git-credential-manager.git
辰汐/HeartRateSPO2,生命体征监测仪，脉搏心率，血氧饱和度，血氧波形，使用MAX30102模块，开发环境支持：ArduinoIDE，MicroPython，硬件支持：RaspberrypiPico，ArduinoNano/Uno，ESP32，STM32。,https://gitee.com/chenxi2000/heart-rate-spo2.git
smartboot/smart-flow,smart-flow是一个轻量、灵活的业务流程编排框架，支持业务流程中常见的条件分支控制、子流程、业务组件异步和降级等功能。,https://gitee.com/smartboot/smart-flow.git
浅梦凉城/es-client,ES查询客户端，elasticsearch可视化工具,https://gitee.com/qiaoshengda/es-client.git
VelsonWang/HmiFuncDesigner,开源触摸屏编辑软件及运行时,https://gitee.com/VelsonWang/HmiFuncDesigner.git
开源中国/Gitee Jenkins Plugin,Gitee的Jenkins插件，支持push触发，pr的新建，更新，合并，关闭触发，可过滤分支，pr触发的构建结构可回评至PR等,https://gitee.com/oschina/Gitee-Jenkins-Plugin.git
devlive-community/datacap,DataCap是数据转换、集成和可视化的集成软件。支持多种数据源，文件类型，大数据相关数据库，关系型数据库，NoSQL数据库等。通过软件可以实现管理多种数据源，对该源下的数据进行各种操作转换，制作数据图表，监控数据源等各种功能。,https://gitee.com/devlive-community/datacap.git
tanloong/neosca,NeoSCAisanothersyntacticcomplexityanalyzerofwrittenEnglishlanguagesamples.,https://gitee.com/tanloong/neosca.git
liuhll/silky,TheSilkyframeworkisdesignedtohelpdevelopersquicklybuildamicroservicedevelopmentframeworkthroughsimplecodeandconfigurationunderthe.netplatform.,https://gitee.com/liuhll2/silky.git
侯巽杰 (Dino)/mOTA,一款专为32位MCU开发的OTA组件,https://gitee.com/DinoHaw/mOTA.git
